#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
438,"Just Dance","Lady Gaga,Colby O'Donis",119,12A,74,2023-03-20,04:01,86,"art pop, pop, ","The Fame",2008-01-01,82,3,0,75,0,10,-5,C♯/D♭ Minor,4,1dzQoRqT5ucxXVaAhTcT0J,USUM70807646,no
439,"Womanizer","Britney Spears",139,1B,70,2023-03-20,03:44,84,"pop","Circus (Deluxe Version)",2008-12-02,72,7,0,24,0,0,-5,B Major,4,4fixebDZAVToLbUCuEloa2,USJI10800838,no
440,"Don't Stop The Music","Rihanna",123,11A,67,2023-03-20,04:27,89,"","Good Girl Gone Bad: Reloaded",2008-06-02,83,3,0,55,0,0,-6,F#/G♭ Minor,4,0ByMNEPAPpOR5H69DVrTNy,USUM70734700,no
441,"Poker Face","Lady Gaga",119,12B,81,2023-03-20,03:57,87,"art pop, pop","The Fame",2008-01-01,85,12,0,77,0,10,-5,E Major,4,1QV6tiMFM6fSOKOGLMHYYg,USUM70824409,yes
442,"I Kissed A Girl","Katy Perry",130,7B,76,2023-03-20,02:59,79,"pop","One Of The Boys",2008-06-17,70,0,0,70,0,10,-3,F Major,4,14iN3o8ptQ8cFVZTEmyQRV,USCA20801738,no
443,"Disturbia","Rihanna",125,10A,81,2023-03-20,03:58,85,"","Good Girl Gone Bad: Reloaded",2008-06-02,71,9,0,72,0,10,-5,B Minor,4,2VOomzT6VavJOGBeySqaMc,USUM70814476,no
444,"Hot N Cold","Katy Perry",132,9B,84,2023-03-20,03:40,82,"pop","One Of The Boys",2008-06-17,71,0,0,86,0,0,-4,G Major,4,0iGckQFyv6svOfAbAY9aWJ,USCA20802544,no
445,"Raise Your Glass","P!nk",122,9B,71,2023-03-20,03:22,80,"","Raise Your Glass",2010-10-05,70,0,0,62,0,0,-5,G Major,4,1gv4xPanImH17bKZ9rOveR,USLF21000090,yes
446,"Teenage Dream","Katy Perry",120,6B,80,2023-03-20,03:47,72,"pop","Teenage Dream",2010-08-24,72,2,0,59,0,10,-5,A#/B♭ Major,4,235LXPXfi0SmOaS9TaCh3c,USCA21001255,no
447,"Domino","Jessie J",127,9B,56,2023-03-20,03:51,80,"","Who You Are (Platinum Edition)",2011-01-01,76,1,0,78,0,0,-5,G Major,4,2fQxE0jVrjNMT9oJAXtSJR,USUM71113573,no
448,"Stronger (What Doesn't Kill You)","Kelly Clarkson",116,8B,94,2023-03-20,03:41,80,"christmas","Stronger (Deluxe Version)",2011-10-24,56,5,0,68,0,10,-4,C Major,4,1nInOsHbtotAmEOQhtvnzP,GBCTA1100364,no
449,"Roar","Katy Perry",90,6A,77,2023-03-20,03:43,82,"pop","PRISM",2013-01-01,67,0,0,44,0,30,-5,G Minor,4,27tNWlhdAryQY04Gb2ZhUI,USUM71308669,no
450,"CAN'T STOP THE FEELING! (from DreamWorks Animation's  TROLLS )","Justin Timberlake",113,8B,83,2023-03-20,03:56,81,"","CAN'T STOP THE FEELING! (from DreamWorks Animation's  TROLLS )",2016-05-06,67,1,0,70,0,10,-6,C Major,4,6JV2JOEocMgcZxYSZelKcc,USRC11600876,no
451,"Wrecking Ball","Miley Cyrus",120,7B,42,2023-03-20,03:41,84,"","Bangerz (Deluxe Version)",2013-10-04,53,41,0,35,0,10,-6,F Major,4,2vwlzO0Qp8kfEtzTsCXfyE,USRC11301214,no
452,"Halo","Beyoncé",78,10A,71,2023-03-20,04:21,80,"","I AM...SASHA FIERCE - Platinum Edition",2008-00-00,42,27,0,47,10,0,-6,B Minor,4,2CvOqDpQIMw69cCzWqr5yr,USSM10804556,no
453,"Mirrors","Justin Timberlake",77,4A,51,2023-03-20,08:05,88,"","The 20/20 Experience (Deluxe Version)",2013-03-15,57,23,0,51,0,0,-7,F Minor,4,4rHZZAmHpZrA3iH5zx8frV,USRC11300059,no
454,"Just the Way You Are","Bruno Mars",109,7B,84,2023-03-20,03:40,85,"","Doo-Wops & Hooligans",2010-05-11,64,1,0,42,0,0,-5,F Major,4,47Slg6LuqLaX0VodpSCvPt,USAT21001269,no
455,"She Will Be Loved - Radio Mix","Maroon 5",102,5A,66,2023-03-20,04:19,87,"pop","Songs About Jane: 10th Anniversary Edition",2002-00-00,65,23,0,47,0,10,-6,C Minor,4,4llK75pXNWZz6KAho2Gp16,USUM71204501,no
456,"The Man Who Can't Be Moved","The Script",100,6B,63,2023-03-20,04:01,89,"","The Script",2008-07-14,61,44,0,31,0,10,-5,A#/B♭ Major,4,3nqqDo8CcCLke3ZoTgiOKf,GBARL0800144,no
457,"How to Save a Life","The Fray",122,6B,74,2023-03-20,04:22,85,"","How To Save A Life",2005-09-13,64,27,0,36,0,10,-4,A#/B♭ Major,4,5fVZC9GiM4e8vu99W0Xf6J,USSM10601178,no
458,"Breakeven","The Script",94,6B,70,2023-03-20,04:21,85,"","The Script",2008-07-14,63,14,0,49,0,0,-5,A#/B♭ Major,4,285hMzLhJwHVLe9QT9qilk,GBARL0800147,no
459,"Hey There Delilah","Plain White T's",104,10B,29,2023-03-20,03:52,89,"","All That We Needed",2005-01-25,66,87,0,30,0,10,-11,D Major,4,4RCWB3V8V0dignt99LZ8vH,US5260507213,no
460,"Bad Day","Daniel Powter",140,5B,79,2023-03-20,03:53,79,"","Daniel Powter",2005-02-22,60,45,0,52,0,10,-4,D#/E♭ Major,4,0mUyMawtxj1CJ76kn9gIZK,USWB10401971,no
461,"A Thousand Miles","Vanessa Carlton",95,1B,83,2023-03-20,03:57,84,"","Be Not Nobody",2002-04-30,56,32,0,27,0,10,-4,B Major,4,4w1lzcaoZ1IC2K5TwjalRP,USIR10210955,no
462,"Complicated","Avril Lavigne",78,7B,78,2023-03-20,04:04,88,"","Let Go",2002-06-04,59,6,0,43,0,30,-6,F Major,4,5xEM5hIgJ1jjgcEBfpkt2F,USAR10200223,no
463,"Unwritten","Natasha Bedingfield",100,7B,80,2023-03-20,04:19,91,"","Unwritten",2004-08-30,71,1,0,63,0,0,-6,F Major,4,3U5JVgI2x4rDyHGObzJfNf,GBARL0400707,no
464,"The Sweet Escape","Gwen Stefani,Akon",120,3B,77,2023-03-20,04:06,79,"","The Sweet Escape",2006-01-01,76,19,0,73,0,10,-4,C♯/D♭ Major,4,07K4GcCDSTiXUF5ssyTRUM,USUM70618684,no
465,"Toxic","Britney Spears",143,4A,84,2023-03-20,03:18,89,"pop","In The Zone",2003-11-13,77,2,3,92,10,20,-4,F Minor,4,6I9VzXrHxO9rA9A5euc8Ak,USJI10301005,no
466,"Hung Up","Madonna",125,8A,65,2023-03-20,05:37,85,"","Confessions on a Dance Floor",2005-11-11,65,0,16,41,0,0,-8,A Minor,4,3850dYVgOFIXJh5U4BFEWH,USWB10504319,no
467,"What You Waiting For?","Gwen Stefani",136,7B,95,2023-03-20,03:41,70,"","Love. Angel. Music. Baby.",2004-11-12,68,5,0,73,0,30,-3,F Major,4,0ny5zITdmyNwyTPVzRGscU,USIR10400692,no
468,"Untouched","The Veronicas",177,11A,78,2023-03-20,04:15,72,"","Hook Me Up",2005-00-00,56,2,2,44,20,10,-5,F#/G♭ Minor,4,40bm28QcJT5My540ymSQ2y,USWB10704602,no
469,"Sk8er Boi","Avril Lavigne",150,8B,90,2023-03-20,03:24,84,"","Let Go",2002-06-04,49,0,0,48,0,30,-4,C Major,4,00Mb3DuaIH1kjrwOku9CGU,USAR10200229,no
470,"Oops!...I Did It Again","Britney Spears",95,12A,83,2023-03-20,03:31,86,"pop","Oops!... I Did It Again",2000-05-16,75,30,0,89,0,30,-5,C♯/D♭ Minor,4,6naxalmIoLFWR0siv8dnQQ,USJI10000100,no
471,"Since U Been Gone","Kelly Clarkson",131,8A,74,2023-03-20,03:08,81,"christmas","Breakaway",2004-00-00,66,0,6,38,0,10,-5,A Minor,4,6JY1IdkZGeIcPegKxjSKeb,GBCTA0400231,no
472,"Part Of Me","Katy Perry",130,7B,92,2023-03-20,03:36,78,"pop","Teenage Dream: The Complete Confection",2012-03-12,68,0,0,77,0,0,-5,F Major,4,1nZzRJbFvCEct3uzu04ZoL,USCA21102809,no
473,"Wild Ones (feat. Sia)","Flo Rida,Sia",127,4A,86,2023-03-20,03:52,85,"","Wild Ones",2012-06-22,61,10,0,44,0,20,-5,F Minor,4,1NpW5kyvO4XrNJ3rnfcNy3,USAT21104103,no
474,"One More Night","Maroon 5",93,4A,82,2023-03-20,03:39,84,"pop","Overexposed Track By Track",2012-01-01,72,6,0,62,0,0,-3,F Minor,4,6cpk00i5TxCqSeqNi2HuIe,USUM71203514,no
475,"Locked out of Heaven","Bruno Mars",144,7B,70,2023-03-20,03:53,94,"","Unorthodox Jukebox",2012-12-07,73,5,0,87,0,30,-4,F Major,4,3w3y8KPTfNeOKPiqUTakBh,USAT21203287,no
476,"Rolling in the Deep","Adele",105,4B,77,2023-03-20,03:48,83,"soft pop","21",2011-01-24,73,14,0,51,0,0,-5,G#/A♭ Major,4,4OSBTYWVwsQhGLF9NHvIbR,GBBKS1000335,no
477,"Grenade","Bruno Mars",110,7A,56,2023-03-20,03:42,84,"","Doo-Wops & Hooligans",2010-05-11,70,15,0,25,0,10,-7,D Minor,4,4lLtanYk6tkMvooU0tWzG8,USAT21001883,no
478,"Payphone","Maroon 5,Wiz Khalifa",110,12B,75,2023-03-20,03:51,89,"pop, ","Overexposed Track By Track",2012-01-01,74,2,0,55,0,20,-5,E Major,4,1XGmzt0PVuFgQYYnV2It7A,USUM71203347,yes
479,"Timber","Pitbull,Kesha",130,1B,96,2023-03-20,03:24,88,"","Global Warming: Meltdown (Deluxe Version)",2012-00-00,58,3,0,79,10,10,-4,B Major,4,3cHyrEgdyYRjgJKSOiOtcS,USRC11301695,no
480,"Party Rock Anthem","LMFAO,Lauren Bennett,GoonRock",130,4A,74,2023-03-20,04:22,68,"","Sorry For Party Rocking",2010-12-01,75,2,0,36,10,20,-4,F Minor,4,4650WGL6InVqP7YN5POqIz,USUM71100061,no
481,"More - RedOne Jimmy Joker Remix","USHER",125,9B,89,2023-03-20,03:39,73,"r&b","More",2010-11-22,55,0,0,79,0,30,-3,G Major,4,0aBKFfdyOD1Ttvgv0cfjjJ,USLF21000098,no
482,"I Love It (feat. Charli XCX)","Icona Pop,Charli xcx",126,4B,91,2023-03-20,02:37,81,"hyperpop, art pop","THIS IS... ICONA POP",2013-08-23,71,1,0,82,0,10,-3,G#/A♭ Major,4,2U8NXPTXZWG2O0ye2sYRiH,SEWEE1200301,yes
483,"Burn","Ellie Goulding",87,3A,76,2023-03-20,03:51,81,"","Halcyon Nights",2012-10-12,31,30,0,34,0,10,-5,A#/B♭ Minor,4,5lF0pHbsJ0QqyIrLweHJPW,GBUM71303482,no
484,"Try","P!nk",104,10B,63,2023-03-20,04:07,85,"","The Truth About Love",2012-09-18,67,0,0,55,0,0,-7,D Major,4,1jF7IL57ayN4Ity3jQqGu0,USRC11200785,no
485,"a thousand years","Christina Perri",139,6B,41,2023-03-20,04:45,69,"soft pop","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)",2011-11-04,42,31,0,16,0,10,-7,A#/B♭ Major,3,6z5Yh7kOKeLjqIsNdokIpU,USAT21102141,no
486,"Heart Attack","Demi Lovato",174,4B,79,2023-03-20,03:30,85,"","Demi",2013-01-01,50,7,0,50,10,20,-5,G#/A♭ Major,4,1V6gIisPpYqgFeWbMLI0bA,USHR11334249,no
487,"One Last Time","Ariana Grande",125,4B,59,2023-03-20,03:17,89,"pop","My Everything (Deluxe)",2014-08-22,63,9,0,10,0,10,-5,G#/A♭ Major,4,7xoUc6faLbCqZO6fQEYprd,USUM71409723,no
488,"Blank Space","Taylor Swift",96,7B,70,2023-03-20,03:51,87,"","1989 (Deluxe)",2014-01-01,76,10,0,57,0,0,-5,F Major,4,1u8c2t2Cy7UBoG4ArRcF5g,USCJY1431309,no
489,"Cool for the Summer","Demi Lovato",114,4A,61,2023-03-20,03:34,86,"","Confident",2015-01-01,58,0,0,34,0,10,-6,F Minor,4,3uwnnTQcHM1rDqSfA4gQNz,USHR11536621,yes
490,"Lush Life","Zara Larsson",98,6A,71,2023-03-20,03:20,94,"","So Good",2017-03-17,69,13,0,80,0,20,-4,G Minor,4,1rIKgCH4H52lrvDcz50hS8,SEWEE1500509,no
491,"Perfect Strangers","Jonas Blue,JP Cooper",118,3B,86,2023-03-20,03:16,81,"tropical house, ","Blue",2018-11-09,73,39,0,70,0,20,-4,C♯/D♭ Major,4,3P3pw6C19j31Rnzgo3JG7o,GBUM71602437,no
492,"My Way","Calvin Harris",120,9A,91,2023-03-20,03:39,78,"edm","My Way",2016-09-16,82,9,0,54,0,10,-3,E Minor,4,1vvNmPOiUuyCbgWmtc6yfm,GBARL1601358,no
493,"Waiting For Love","Avicii",128,11A,74,2023-03-20,03:50,86,"edm","Stories",2015-10-02,58,31,0,61,0,20,-4,F#/G♭ Minor,4,2P4OICZRVAQcYAV2JReRfj,CHB701400134,no
494,"Boom Clap","Charli xcx",92,12B,91,2023-03-20,02:49,73,"hyperpop, art pop","SUCKER",2014-12-15,66,15,0,58,0,10,-2,E Major,4,7982sGZuvo5OXsY6REzgIn,GBAHS1400160,no
495,"Take Me To Church","Hozier",129,9A,66,2023-03-20,04:01,86,"","Hozier",2014-09-19,57,64,0,44,0,10,-5,E Minor,4,3dYD57lRAUcMHufyqn9GcI,IEACJ1300031,no
496,"Summertime Sadness","Lana Del Rey",112,12A,65,2023-03-20,04:25,87,"","Born To Die - The Paradise Edition",2012-01-01,56,5,0,24,0,10,-7,C♯/D♭ Minor,4,3BJe4B8zGnqEdQPMvfVjuS,GBUM71111565,no
497,"Riptide","Vance Joy",102,3B,73,2023-03-20,03:24,84,"folk pop","Dream Your Life Away",2014-09-08,48,43,0,51,0,10,-7,C♯/D♭ Major,4,7yq4Qj7cqayVTp3FF9CWbm,AULI01385760,no
498,"Pompeii","Bastille",127,11B,72,2023-03-20,03:34,81,"","Bad Blood",2013-01-01,68,8,0,57,0,20,-6,A Major,4,6fNhZRFEkBfgW39W3wKARJ,GBAAA1200795,no
499,"We Are Young (feat. Janelle Monáe)","fun.,Janelle Monáe",184,6B,64,2023-03-20,04:10,85,"alternative r&b","Some Nights",2012-02-14,38,2,0,74,0,0,-6,A#/B♭ Major,4,5rgy6ghBq1eRApCkeUdJXf,USAT21101399,no
500,"Airplanes (feat. Hayley Williams of Paramore)","B.o.B,Hayley Williams",93,11A,87,2023-03-20,03:00,85,"art pop","B.o.B Presents: The Adventures of Bobby Ray",2010-04-27,66,11,0,38,10,0,-4,F#/G♭ Minor,4,6lV2MSQmRIkycDScNtrBXO,USAT21000477,yes
501,"Price Tag","Jessie J,B.o.B",175,7B,83,2023-03-20,03:43,80,"","Who You Are (Platinum Edition)",2011-01-01,64,3,0,67,10,20,-4,F Major,4,2fTsFCKRFQ5M0igJgabnLA,USUM71029357,no
502,"Till the World Ends","Britney Spears",132,4B,71,2023-03-20,03:57,68,"pop","Femme Fatale (Deluxe Version)",2011-03-28,69,2,0,45,0,20,-6,G#/A♭ Major,4,38iU2jg98IZZEIJPrP7aWD,USJI11100074,no
503,"Don't Let Me Down","The Chainsmokers,Daya",160,1B,87,2023-03-20,03:28,87,"","Don't Let Me Down",2016-02-05,53,16,1,43,10,10,-5,B Major,4,1i1fxkWeaMmKEB4T7zqbzK,USQX91600011,no
504,"Girls Like (feat. Zara Larsson)","Tinie Tempah,Zara Larsson",120,8B,82,2023-03-20,03:15,71,"grime, ","YOUTH",2017-03-31,92,39,0,58,0,0,-3,C Major,4,5BOZ4skcMubA0R6RD4zf64,GB7TP1500034,yes
505,"The One That Got Away","Katy Perry",134,12A,80,2023-03-20,03:47,78,"pop","Teenage Dream",2010-08-24,69,0,0,88,0,10,-4,C♯/D♭ Minor,4,4uQY80TKE1u4ZQZQKHzVEi,USCA21001266,no
506,"Applause","Lady Gaga",140,6A,78,2023-03-20,03:32,81,"art pop, pop","ARTPOP",2013-11-11,67,3,0,74,0,10,-4,G Minor,4,5ka2ajep9OAvU5Sgduhiex,USUM71310271,no
507,"Mr. Saxobeat - Radio Edit","Alexandra Stan",127,10A,93,2023-03-20,03:15,82,"europop","Saxobeats",2011-11-16,73,2,0,80,0,10,-4,B Minor,4,3LWDPEXEaLBRGNLbdcbwBR,ROCRP1002864,no
508,"I Like It","Enrique Iglesias,Pitbull",129,3A,94,2023-03-20,03:51,79,"latin pop, latin, ","Euphoria",2010-00-00,65,2,0,73,0,0,-3,A#/B♭ Minor,4,7HacCTm33hZYYN8DXpCYuG,GBUM71003038,no
509,"Girl on Fire","Alicia Keys",93,11B,71,2023-03-20,03:44,81,"r&b, neo soul","Girl on Fire (Remixes) - EP",2012-11-18,48,14,0,14,0,10,-6,A Major,4,4esOae7i4rqTbAu9o5Pxco,USRC11201015,no
510,"Titanium (feat. Sia)","David Guetta,Sia",126,5A,79,2023-03-20,04:05,87,"edm, ","Nothing but the Beat (Ultimate Edition)",2012-12-07,60,7,15,30,10,10,-4,C Minor,4,0TDLuuLlV54CkRRUOahJb4,GB28K1100036,no
511,"If We Ever Meet Again (Featuring Katy Perry)","Timbaland,Katy Perry",126,4B,61,2023-03-20,04:52,74,"pop","Shock Value II",2009-01-01,65,0,0,39,0,0,-7,G#/A♭ Major,4,360UM2DaiHZPRu0EsrOvMp,USUM70913828,no
512,"4 Minutes (feat. Justin Timberlake & Timbaland)","Madonna,Justin Timberlake,Timbaland",113,10B,93,2023-03-20,03:09,33,"","Celebration (double disc version)",2009-09-18,75,1,1,77,0,20,-5,D Major,4,1oHClQEgDmmbcEx12Kc5nZ,USWB10903601,no
513,"Feel So Close - Radio Edit","Calvin Harris",128,9B,92,2023-03-20,03:26,89,"edm","18 Months",2012-10-29,71,0,1,92,0,20,-3,G Major,4,1gihuPhrLraKYrJMAEONyc,GBARL1100748,no
514,"We Found Love","Rihanna,Calvin Harris",128,3B,77,2023-03-20,03:35,88,"edm","Talk That Talk",2011-11-18,74,3,0,60,0,10,-4,C♯/D♭ Major,4,6qn9YLKt13AGvpq9jfO8py,USUM71115507,no
515,"How Deep Is Your Love","Calvin Harris,Disciples",122,10A,87,2023-03-20,03:32,81,"edm, ","How Deep Is Your Love",2015-07-17,74,4,0,34,0,30,-4,B Minor,4,22mek4IiqubGD9ctzxc69s,GBARL1500704,no
516,"Higher","Taio Cruz,Kylie Minogue",128,1A,92,2011-02-06,03:07,0,"dance pop","Higher",2010-01-01,68,1,0,74,0,10,-5,G#/A♭ Minor,4,0N9bX5Sz4D8ONQVC0MwWUI,GBUM71029512,no
517,"10 Minutes","INNA",130,7B,86,2011-03-02,03:19,0,"europop","Hot",2011-01-28,71,2,0,81,0,30,-4,F Major,4,04ZHwiQhGXc8qezKsjQWGT,ROROT1000502,no
518,"Spinning","Gathania",129,6A,90,2011-03-12,02:42,0,"","Ministry of Sound: Dance Anthems (New)",2010-02-01,64,2,0,52,10,30,-3,G Minor,4,3n6VdY9cKyOos7gwzjwIXy,PLC690900159,no
519,"Seek Bromance - Avicii Vocal Edit","Tim Berg,Avicii",126,1B,81,2011-03-12,03:21,48,"edm","Seek Bromance",2010-01-01,51,11,0,56,0,0,-3,B Major,4,5tQzwLj3WIEMFf7vForYx5,CH3131000194,no
520,"Coconut Tree","Mohombi,Nicole Scherzinger",130,6A,86,2011-04-30,03:38,0,"","MoveMeant (International)",2010-01-01,69,5,0,65,0,20,-5,G Minor,4,5L9THbmMKB6ZlHlMgzaXHf,GBUM71027585,no
521,"Give Me A Sign (feat. Manu-L) - Radio Edit","Remady,Manu-L",128,8A,80,2012-02-16,03:15,17,"slap house, ","Give Me A Sign (Remixes) (feat. Manu-L)",2010-07-12,77,0,0,39,0,30,-6,A Minor,4,4D2UGYSf031xdbBjCR64oh,CH4881000302,no
522,"Ass Back Home (feat. Neon Hitch)","Gym Class Heroes,Neon Hitch",130,6B,84,2012-02-18,03:42,70,"","The Papercut Chronicles II",2011-11-11,72,13,0,65,0,10,-4,A#/B♭ Major,4,3bfqkspKABT4pPicm6wC9F,USAT21102797,yes
523,"Hangover","Taio Cruz,Flo Rida",128,5A,89,2012-02-18,04:04,0,"","Hangover",2011-01-01,60,1,0,64,0,10,-3,C Minor,4,0FRelX0g1nNDFt6nvtiakE,GBUM71108687,no
524,"Criminal","Britney Spears",108,9B,73,2012-02-18,03:45,76,"pop","Femme Fatale (Deluxe Version)",2011-03-28,70,5,0,71,0,10,-5,G Major,4,6T689Jvh5KrSXyaPtUWZtQ,USJI11100103,no
525,"Whistle","Flo Rida",104,8B,93,2012-07-02,03:45,57,"","Whistle",2012-04-24,75,2,0,75,0,30,-6,C Major,4,0ltBH1JNzSvQJPjJpvTu9B,USAT21201745,no
526,"Euphoria - Single Version","Loreen",132,10A,78,2012-07-18,03:01,56,"europop","Euphoria",2012-02-26,56,14,0,39,0,20,-5,B Minor,4,1xN7BpTAWnZkuSLOtRP6Qc,SEPQA1200005,no
527,"The Devil's Den","Skrillex,Wolfgang Gartner",128,3B,95,2012-07-19,04:52,53,"dubstep, edm, electro, electronic, electro house, house","Bangarang EP",2011-12-27,62,0,8,32,0,30,-3,C♯/D♭ Major,4,687RRToOFAtpqZRzmbhGtu,USAT21104245,no
528,"Redline - Radio Edit","Wolfgang Gartner",128,3B,85,2012-08-29,03:07,0,"electro house, dubstep, house","Redline (Radio Edit)",2012-05-01,56,1,0,47,0,30,-3,C♯/D♭ Major,3,5kF0BXSaLWf43ldtMODmpD,USUS11200223,no
529,"Lights","Klaypex",145,8A,85,2012-09-01,04:08,36,"dubstep, electro swing, chillstep, dub","Loose Dirt",2011-08-08,66,0,3,29,0,10,-6,A Minor,4,2wl9I2ajE7SbL7ttFU3L47,USA371675736,no
530,"I Cry","Flo Rida",126,9A,82,2012-11-13,03:43,59,"","Wild Ones",2012-06-22,69,1,0,76,0,30,-5,E Minor,4,3zrYNl1aMdFrQkcOjKVr5u,USAT21202584,no
531,"Hall of Fame (feat. will.i.am)","The Script,will.i.am",85,6B,87,2012-11-17,03:22,85,"","#3 Deluxe Version",2012-09-10,42,7,0,63,0,10,-4,A#/B♭ Major,4,7wMq5n8mYSKlQIGECKUgTX,GBARL1201055,no
532,"Silver Scrapes","Chronic Crew",140,9B,69,2012-12-30,01:56,0,"dubstep, electro swing","Dubstep!!",2012-06-15,60,0,48,23,0,0,-6,G Major,4,6SBi1jKh7pX8qrcargbpaa,US4R31143983,no
533,"Chaoz Fantasy","DJ Beardy Boy",162,10A,97,2012-12-30,02:13,0,"","The Freedom Of Paradise And Dreams",2009-02-08,59,1,82,77,0,10,-8,B Minor,4,5a9pmTQRaRxNIGd0OJXiO8,USJ3V0934423,no
534,"Cloud Breaker (feat. Yves V) - Basto Radio Edit","Basto,Yves V",128,6A,98,2013-02-03,03:20,24,"slap house","CloudBreaker",2012-05-07,65,31,90,69,0,20,-3,G Minor,4,4p1BSvCxbcvPaSQWZdjUqj,NLC281210134,no
535,"Our Own Way - Original Mix Edit","Klaas",128,8B,72,2013-02-21,03:51,46,"slap house","Our Own Way",2009-09-18,72,0,0,63,0,40,-5,C Major,3,6JNYQjwIYbnEs7PFuqfwhv,DEBL30900802,no
536,"Love Is A Gamble - Radio Edit","Victor Magan",130,10B,90,2013-03-05,03:17,0,"latin house, flamenco urbano","Love Is A Gamble",2010-12-17,86,7,7,35,10,10,-4,D Major,4,7LIIWyZc89jkyrJC6cYapn,ES5051000842,no
537,"Fortune Days","The Glitch Mob",105,12A,67,2013-03-09,06:22,53,"glitch, dubstep","Drink the Sea",2010-06-08,60,38,81,19,10,0,-9,C♯/D♭ Minor,4,5VWVVSABdgccboSdrKGiZH,USBMD1010011,no
538,"Animal I Have Become","Three Days Grace",122,4B,85,2013-03-16,03:51,83,"post-grunge, rock","One-X",2006-06-25,55,0,0,51,0,10,-4,G#/A♭ Major,4,56sk7jBpZV0CD31G9hEU3b,USJI10600117,no
539,"Can't Control Myself","Krewella",100,10A,93,2013-03-20,03:39,35,"edm, dubstep","Play Hard EP",2012-06-18,70,0,1,76,0,10,-2,B Minor,4,16tUjfbOz2vzcOC9KlMMfz,USQX91200823,no
540,"Come & Get It","Krewella",174,7B,95,2013-03-20,03:25,0,"edm, dubstep","Play Harder",2012-00-00,54,4,0,22,20,20,0,F Major,4,42wcU8iAyPYNqQqVWnduj1,GBSMU1319074,no
541,"Spectrum - Extended Mix","Zedd,Matthew Koma",130,5A,73,2013-03-25,06:01,0,"edm, ","Spectrum EP",2012-01-01,68,0,20,39,0,10,-5,C Minor,4,1DkcGN0ZgWzq9NxD7yFpcE,USUM71205603,no
542,"Disconnected","Pegboard Nerds",128,8A,89,2013-03-29,04:01,0,"dubstep, edm, drumstep, electro house, glitch","Monstercat 007 - Solace",2012-06-06,71,0,7,37,0,0,-6,A Minor,4,4HEFKRGM0Z3c24PtBkUYtc,TCABG1223452,no
543,"Daydreamer (feat. Example) - Dillon Francis Remix","Flux Pavilion,Dillon Francis,Example",112,8A,88,2013-04-17,04:38,22,"dubstep, edm, dub, moombahton, ","Daydreamer (feat. Example)",2012-04-27,68,1,0,35,0,10,-5,A Minor,4,4z0xSuRXmLMEYaX6bF79qn,GBAHS1200100,no
544,"Falling Up","Dillon Francis",112,3B,78,2013-04-17,04:04,0,"moombahton, edm","Something, Something, Awesome.",2012-03-13,68,0,33,20,0,30,-5,C♯/D♭ Major,4,1g3N5uE9VqYz0iHwjqdv0t,USQY51236774,no
545,"I Need Your Love (feat. Ellie Goulding)","Calvin Harris,Ellie Goulding",125,4B,87,2013-04-21,03:54,81,"edm, ","18 Months",2012-10-29,70,41,0,58,0,20,-5,G#/A♭ Major,4,05SBRd4fXgn8FX7bf8BCAE,GBARL1201390,no
546,"Glad You Came","The Wanted",127,6A,84,2013-05-23,03:18,2,"","Glad You Came",2011-01-01,70,6,0,45,0,10,-5,G Minor,4,1OXfWI3FQMdsKKC6lkvzSx,GBUM71107952,no
547,"Chasing The Sun","The Wanted",128,6A,72,2013-05-23,03:18,0,"","Chasing The Sun",2012-01-01,64,24,0,64,10,40,-6,G Minor,4,6WfDlkxh3cFinLzRX8A2nP,GBUM71202380,no
548,"Street Dancer - Radio Edit","Avicii",128,8B,95,2013-05-23,03:29,0,"edm","Street Dancer",2011-04-04,59,6,70,63,0,30,-4,C Major,4,4nqP3vc5bUpYoJnRCatTzH,AUVC01101612,no
549,"Party Shaker (feat. Nicco) - Video Edit","R.I.O.,Nicco",128,9B,91,2013-05-30,03:27,0,"","Party Shaker (feat. Nicco)",2012-07-27,67,1,0,97,0,0,-4,G Major,4,2Ahc1A0I2m8dpXEDv2zySw,DEHK91257101,no
550,"This Is My Love - Michael Mind Edit","Gold 1,Bruno Mars,Jaeson Ma",126,6A,89,2013-05-30,03:08,0,"","Dance Chart (Winter/Spring 2013)",2013-02-04,33,0,0,46,10,20,-5,G Minor,4,6WW10rQg3tNh4JZv3axqkX,ITG411200048,no
551,"Chinter's Will (feat. Sara Kay)","Klaypex",145,7B,79,2013-06-01,04:11,23,"dubstep, electro swing, chillstep, dub","Loose Dirt",2011-08-08,60,8,5,16,0,10,-6,F Major,4,2K9if74JZbbDAOi9VJ8Hon,USA371675741,no
552,"The Nexus","Amaranthe",105,2B,97,2013-06-03,03:18,0,"symphonic metal, power metal, metal","The Nexus",2012-01-01,51,0,0,62,10,0,-5,F#/G♭ Major,4,02zLvie0t2VVz6vB0fgGSW,FIUM71203284,no
553,"Catch Your Fall - Radio Edit","Clokx",130,3B,68,2013-06-04,03:12,0,"","Catch Your Fall",2011-10-10,72,0,1,64,0,10,-4,C♯/D♭ Major,4,63pLxVHcHIJbMGowMnGMvL,NLC281011137,no
